date/time,Payment Type,order id,description,total,Transaction Type,Invoice Date,Order Id,Shipment Date,Order Date,Shipment Item Id,Item Description,Invoice Amount
,,,,,Shipment,2024-06-04 08:50:47,304-0079429-3513706,2024-06-04 19:51:12,2024-06-03 23:10:58,394146735280.0,Product A,572.0
,,,,,Return,2024-06-04 08:50:47,304-0079429-3513706,2024-06-04 19:51:12,2024-06-03 23:10:58,394146735280.0,Product A,-572.0
,,,,,Shipment,2024-06-04 09:02:43,171-6200868-8536192,2024-06-04 11:05:37,2024-06-04 08:57:38,393100223490.0,Product A,510.0
,,,,,Shipment,2024-06-04 09:03:51,504-5789779-5332135,2024-06-04 15:51:33,2024-06-04 08:58:33,394618074377.0,Product A,1123.0
,,,,,Shipment,2024-06-04 09:03:51,404-3362916-3011839,2024-06-04 15:52:08,2024-06-04 08:58:13,394175945169.0,Product A,510.0
,,,,,Shipment,2024-06-04 09:04:32,704-1107275-9699252,2024-06-04 15:37:33,2024-06-04 08:58:54,394625434216.0,Product A,1272.0
,,,,,Shipment,2024-06-04 09:07:11,304-1031239-9559725,2024-06-04 14:24:36,2024-06-04 02:21:35,392073112598.0,Product A,383.0
,,,,,Shipment,2024-06-04 09:12:16,504-5617006-1299628,2024-06-04 15:58:35,2024-06-04 09:06:51,393639069342.0,Product A,609.0
,,,,,Shipment,2024-06-04 09:18:16,704-0638407-0153284,2024-06-04 16:05:23,2024-06-04 09:12:43,394636348880.0,Product A,506.59
,,,,,Shipment,2024-06-04 09:18:16,704-0638407-0153284,2024-06-04 16:05:23,2024-06-04 09:12:43,392643633271.0,Product A,528.69
,,,,,Return,2024-06-04 09:18:16,704-0638407-0153284,2024-06-04 16:05:23,2024-06-04 09:12:43,394636348880.0,Product A,-506.59
,,,,,Return,2024-06-04 09:18:16,704-0638407-0153284,2024-06-04 16:05:23,2024-06-04 09:12:43,392643633271.0,Product A,-528.69
,,,,,Shipment,2024-06-04 09:21:29,804-2884700-6597930,2024-06-04 15:34:35,2024-06-04 09:16:16,393667024784.0,Product A,487.0
,,,,,Shipment,2024-06-04 09:24:35,804-7327948-2313903,2024-06-04 15:56:57,2024-06-04 09:11:52,393652508562.0,Product A,537.0
,,,,,Shipment,2024-06-04 09:24:35,804-7327948-2313903,2024-06-04 15:56:57,2024-06-04 09:11:52,394182013871.0,Product A,3054.0
,,,,,Shipment,2024-06-04 09:27:09,304-5401368-9299245,2024-06-04 16:00:11,2024-06-03 01:08:51,393094678631.0,Product A,1683.0
,,,,,Shipment,2024-06-04 09:28:00,804-4471025-2234812,2024-06-04 15:56:54,2024-06-04 09:22:44,393676028439.0,Product A,1616.0
,,,,,Shipment,2024-06-04 09:44:34,604-0598529-3538240,2024-06-04 16:05:41,2024-06-04 09:39:15,393079661339.0,Product A,1374.0
,,,,,Shipment,2024-06-04 09:46:13,204-1040883-5270308,2024-06-04 13:54:16,2024-06-04 09:41:02,395121893015.0,Product A,676.0
,,,,,Shipment,2024-06-04 09:46:27,171-2602710-5111403,2024-06-04 13:09:11,2024-06-04 08:43:34,395125502152.0,Product A,220.0
,,,,,Shipment,2024-06-04 09:47:11,704-3312687-3311629,2024-06-04 14:01:12,2024-06-02 17:17:06,393104708750.0,Product A,1400.0
,,,,,Shipment,2024-06-04 09:49:50,304-4535417-8072821,2024-06-04 17:20:41,2024-06-03 14:47:42,395119164454.0,Product A,383.0
,,,,,Shipment,2024-06-04 09:49:51,304-2383326-6251104,2024-06-04 15:35:34,2024-06-04 09:44:33,392635104506.0,Product A,1374.0
,,,,,Return,2024-06-04 09:50:21,804-5855046-7357821,2024-06-04 19:46:32,2024-06-03 19:52:46,394610349094.0,Product A,0.0
,,,,,Shipment,2024-06-04 09:50:36,204-5685221-6257036,2024-06-04 15:55:33,2024-06-04 09:45:22,394147301610.0,Product A,1208.0
,,,,,Shipment,2024-06-04 09:50:41,704-0713753-7691602,2024-06-04 13:04:35,2024-06-04 09:13:09,394187224303.0,Product A,321.0
,,,,,Shipment,2024-06-04 09:51:53,171-0336690-3095882,2024-06-04 15:36:07,2024-06-04 09:43:54,394169866216.0,Product A,447.0
,,,,,Shipment,2024-06-04 09:55:11,504-3084371-2195089,2024-06-04 16:05:21,2024-06-04 09:49:45,392654009666.0,Product A,1761.58
,,,,,Return,2024-06-04 09:55:11,504-3084371-2195089,2024-06-04 16:05:21,2024-06-04 09:49:45,392654009666.0,Product A,-1761.58
,,,,,Shipment,2024-06-04 09:55:42,171-0059683-4651902,2024-06-04 11:45:37,2024-06-04 08:41:22,392623255752.0,Product A,1496.0
,,,,,Shipment,2024-06-04 09:57:10,304-3441436-2593526,2024-06-04 18:02:14,2024-06-03 05:40:21,394176112517.0,Product A,594.0
,,,,,Shipment,2024-06-04 09:57:23,204-6085386-0017571,2024-06-04 21:50:18,2024-06-01 16:08:16,395125520735.0,Product A,587.0
,,,,,Shipment,2024-06-04 10:02:41,604-8267436-7353499,2024-06-04 11:02:34,2024-06-04 10:01:38,392623163026.0,Product A,739.0
,,,,,Shipment,2024-06-04 10:03:52,504-9266990-1238277,2024-06-04 15:51:56,2024-06-04 09:58:26,393652065131.0,Product A,698.0
,,,,,Shipment,2024-06-04 10:05:52,204-1919215-4176054,2024-06-04 15:35:33,2024-06-04 10:00:32,395128261846.0,Product A,1408.0
,,,,,Return,2024-06-04 10:05:52,204-1919215-4176054,2024-06-04 15:35:33,2024-06-04 10:00:32,395128261846.0,Product A,-1408.0
,,,,,Shipment,2024-06-04 10:07:09,404-6954729-3251588,2024-06-04 20:10:37,2024-06-03 15:06:40,395135357650.0,Product A,684.0
,,,,,Shipment,2024-06-04 10:07:11,171-5344497-0257002,2024-06-04 18:07:36,2024-06-03 07:02:48,393659104263.0,Product A,2058.7
,,,,,Shipment,2024-06-04 10:07:15,504-7830961-8651185,2024-06-04 15:40:41,2024-06-03 09:15:45,393094806747.0,Product A,632.0
,,,,,Shipment,2024-06-04 10:11:04,504-4598960-5338480,2024-06-05 01:04:44,2024-06-03 15:34:45,393079991034.0,Product A,347.0
,,,,,Shipment,2024-06-04 10:27:51,304-8481988-9257421,2024-06-04 15:59:41,2024-06-04 10:22:37,393657768245.0,Product A,1673.6
,,,,,Shipment,2024-06-04 10:28:49,171-1710749-5619447,2024-06-04 15:51:22,2024-06-04 10:23:31,394186638751.0,Product A,553.0
,,,,,Shipment,2024-06-04 10:29:49,604-0990085-1359576,2024-06-04 17:50:43,2024-06-03 09:35:00,392658311627.0,Product A,327.0
,,,,,Shipment,2024-06-04 10:31:11,804-2561677-1338618,2024-06-04 16:05:56,2024-06-04 10:25:45,392069033067.0,Product A,661.0
,,,,,Shipment,2024-06-04 10:31:19,804-8869871-4232727,2024-06-04 15:35:23,2024-06-04 10:26:06,394175983067.0,Product A,1408.0
,,,,,Shipment,2024-06-04 10:31:53,704-3591811-0659548,2024-06-04 16:18:02,2024-06-04 10:26:29,393110638324.0,Product A,532.11
,,,,,Shipment,2024-06-04 10:31:53,704-3591811-0659548,2024-06-04 16:18:02,2024-06-04 10:26:29,392068814291.0,Product A,374.84
,,,,,Shipment,2024-06-04 10:36:31,204-5490033-3413187,2024-06-05 00:04:36,2024-06-03 20:24:55,394610458445.0,Product A,587.0
,,,,,Shipment,2024-06-04 10:39:49,304-5481326-7193742,2024-06-04 21:34:35,2024-06-03 20:28:06,394175871791.0,Product A,510.0
,,,,,Return,2024-06-04 10:39:49,304-5481326-7193742,2024-06-04 21:34:35,2024-06-03 20:28:06,394175871791.0,Product A,-510.0
,,,,,Shipment,2024-06-04 10:45:02,171-2695841-5453205,2024-06-04 15:42:10,2024-06-04 06:44:56,392072876880.0,Product A,676.0
,,,,,Shipment,2024-06-04 10:47:32,204-9104714-0513590,2024-06-06 04:19:55,2024-06-04 06:47:20,394176057390.0,Product A,991.0
,,,,,Shipment,2024-06-04 10:52:36,504-8987878-4357874,2024-06-04 17:52:14,2024-06-04 08:13:05,393676463612.0,Product A,1193.0
,,,,,Return,2024-06-04 10:52:36,504-8987878-4357874,2024-06-04 17:52:14,2024-06-04 08:13:05,393676463612.0,Product A,-1193.0
,,,,,Shipment,2024-06-04 10:54:31,204-1805485-0419298,2024-06-04 16:01:40,2024-06-04 10:48:59,394618380231.0,Product A,383.0
,,,,,Shipment,2024-06-04 10:59:54,604-8949008-5099837,2024-06-04 17:40:38,2024-06-04 10:54:47,393680713845.0,Product A,405.0
,,,,,Shipment,2024-06-04 11:00:04,804-3257864-2395652,2024-06-04 15:37:02,2024-06-04 10:51:17,394196055249.0,Product A,510.0
,,,,,Shipment,2024-06-04 11:00:04,804-3257864-2395652,2024-06-04 15:37:02,2024-06-04 10:51:17,392088446412.0,Product A,616.0
,,,,,Shipment,2024-06-04 11:01:40,504-3407189-4472007,2024-06-04 14:59:11,2024-06-04 10:56:36,393108733827.0,Product A,799.0
,,,,,Shipment,2024-06-04 11:07:12,704-9624178-0491409,2024-06-04 16:05:21,2024-06-04 11:01:56,395127884066.0,Product A,1870.0
,,,,,Shipment,2024-06-04 11:07:19,171-0715522-8332118,2024-06-04 15:37:16,2024-06-04 11:02:05,394618075343.0,Product A,1377.0
,,,,,Shipment,2024-06-04 11:09:53,204-6087907-7534817,2024-06-04 15:35:13,2024-06-04 11:02:26,395131485534.0,Product A,510.0
,,,,,Return,2024-06-04 11:09:53,204-6087907-7534817,2024-06-04 15:35:13,2024-06-04 11:02:26,395131485534.0,Product A,-510.0
,,,,,Shipment,2024-06-04 11:16:32,404-1688864-3276638,2024-06-04 15:36:04,2024-06-04 11:11:11,394622136932.0,Product A,1325.0
,,,,,Shipment,2024-06-04 11:18:47,604-5975575-8357692,2024-06-04 21:30:14,2024-06-04 07:16:19,394625290702.0,Product A,632.0
,,,,,Shipment,2024-06-04 11:19:47,304-5486666-5411272,2024-06-04 19:36:35,2024-06-02 19:18:44,394181595291.0,Product A,994.0
,,,,,Shipment,2024-06-04 11:21:21,504-7101868-3236314,2024-06-04 16:55:34,2024-06-04 11:16:17,395144053130.0,Product A,347.0
,,,,,Shipment,2024-06-04 11:23:36,504-5000866-4370303,2024-06-04 21:35:38,2024-06-04 00:16:12,393657622103.0,Product A,375.0
,,,,,Shipment,2024-06-04 11:25:39,704-0703453-4051750,2024-06-04 15:34:34,2024-06-04 11:20:33,393083505403.0,Product A,572.0
,,,,,Shipment,2024-06-04 11:27:09,604-7640988-4453684,2024-06-04 15:52:38,2024-06-03 08:04:45,394181234582.0,Product A,510.0
,,,,,Return,2024-06-04 11:27:09,604-7640988-4453684,2024-06-04 15:52:38,2024-06-03 08:04:45,394181234582.0,Product A,-510.0
,,,,,Shipment,2024-06-04 11:31:59,404-8768792-4053224,2024-06-04 16:05:22,2024-06-04 11:26:49,395127808204.0,Product A,1374.0
,,,,,Return,2024-06-04 11:31:59,404-8768792-4053224,2024-06-04 16:05:22,2024-06-04 11:26:49,395127808204.0,Product A,-1374.0
,,,,,Shipment,2024-06-04 11:32:39,304-5723512-5359329,2024-06-04 15:59:15,2024-06-04 11:27:24,392668782697.0,Product A,1530.0
,,,,,Shipment,2024-06-04 11:39:16,504-4647189-3455905,2024-06-04 16:01:15,2024-06-04 11:33:49,394146681999.0,Product A,220.0
,,,,,Shipment,2024-06-04 11:44:39,304-1923774-2238497,2024-06-04 15:56:41,2024-06-04 11:39:23,393086247539.0,Product A,641.0
,,,,,Shipment,2024-06-04 11:45:17,171-4910374-1076254,2024-06-04 15:52:09,2024-06-04 11:40:00,395135466557.0,Product A,1272.0
,,,,,Shipment,2024-06-04 11:45:52,204-5841351-7419411,2024-06-04 16:05:58,2024-06-04 11:40:13,395143994135.0,Product A,510.0
,,,,,Shipment,2024-06-04 11:47:30,804-5824395-0236599,2024-06-04 15:37:19,2024-06-04 11:42:12,392085037045.0,Product A,1496.0
,,,,,Shipment,2024-06-04 11:48:31,804-1067507-6453486,2024-06-04 16:05:56,2024-06-04 11:43:00,395116609149.0,Product A,1170.0
,,,,,Shipment,2024-06-04 11:48:37,504-2389946-7551544,2024-06-04 15:55:19,2024-06-04 11:41:55,393661962743.0,Product A,1496.0
,,,,,Shipment,2024-06-04 11:48:42,704-8547517-4338846,2024-06-04 18:55:34,2024-06-04 07:01:09,394602328755.0,Product A,486.0
,,,,,Shipment,2024-06-04 11:52:53,204-5765008-3319437,2024-06-04 22:12:15,2024-06-04 11:47:47,394602273191.0,Product A,383.0
,,,,,Shipment,2024-06-04 11:53:19,704-9057170-0476808,2024-06-04 15:53:22,2024-06-04 11:44:27,392654245599.0,Product A,1105.0
,,,,,Shipment,2024-06-04 11:53:43,404-5678362-4276649,2024-06-04 15:29:35,2024-06-04 11:48:41,393091147485.0,Product A,1118.0
,,,,,Shipment,2024-06-04 12:02:14,704-1284249-2119814,2024-06-04 22:52:16,2024-06-04 07:35:53,395139628314.0,Product A,402.89
,,,,,Shipment,2024-06-04 12:03:57,704-9421637-2551527,2024-06-04 16:05:41,2024-06-04 11:58:45,393103354519.0,Product A,1887.0
,,,,,Shipment,2024-06-04 12:06:31,171-4296660-9299083,2024-06-04 15:59:16,2024-06-04 12:01:21,394606575024.0,Product A,1527.0
,,,,,Shipment,2024-06-04 12:06:32,504-4264577-3219298,2024-06-04 16:05:56,2024-06-04 12:01:03,394610094504.0,Product A,624.0
,,,,,Shipment,2024-06-04 12:06:37,171-4296660-9299083,2024-06-04 15:55:17,2024-06-04 12:01:21,394146918524.0,Product A,2135.0
,,,,,Shipment,2024-06-04 12:08:31,171-9643388-6297746,2024-06-05 00:09:34,2024-06-03 12:49:48,392066047299.0,Product A,347.0
,,,,,Shipment,2024-06-04 12:10:04,404-2328471-0338800,2024-06-04 16:15:35,2024-06-04 12:04:56,395125540225.0,Product A,594.0
,,,,,Shipment,2024-06-04 12:11:12,804-8966654-0297791,2024-06-08 16:11:44,2024-06-04 08:08:24,393676482649.0,Product A,541.0
,,,,,Shipment,2024-06-04 12:12:18,304-4841316-2057425,2024-06-04 16:06:33,2024-06-04 08:12:06,393670909359.0,Product A,387.0
,,,,,Return,2024-06-04 12:15:51,804-4997597-3072016,2024-06-04 16:35:14,2024-06-04 12:10:34,394613607065.0,Product A,0.0
,,,,,Shipment,2024-06-04 12:16:37,404-1400406-5174729,2024-06-04 15:58:36,2024-06-04 12:11:22,394618075987.0,Product A,482.0
,,,,,Shipment,2024-06-04 12:22:49,404-7453732-1059787,2024-06-04 16:01:41,2024-06-04 12:17:33,394631838192.0,Product A,646.0
,,,,,Shipment,2024-06-04 12:25:10,304-1859202-7530202,2024-06-05 20:12:41,2024-06-04 08:22:48,394146755087.0,Product A,347.0
,,,,,Shipment,2024-06-04 12:29:12,504-6146438-9030410,2024-06-06 02:09:15,2024-06-04 08:29:05,393110842493.0,Product A,632.0
,,,,,Shipment,2024-06-04 12:33:22,704-1030755-0699631,2024-06-06 15:41:22,2024-06-04 08:32:34,395148451299.0,Product A,2423.0
,,,,,Shipment,2024-06-04 12:36:02,804-3374089-2432520,2024-06-05 11:09:17,2024-06-04 08:35:59,395141637178.0,Product A,559.0
,,,,,Shipment,2024-06-04 12:36:24,404-3219469-1699077,2024-06-04 18:17:38,2024-06-04 12:31:16,392628355142.0,Product A,347.0
,,,,,Shipment,2024-06-04 12:36:32,404-3097506-6230295,2024-06-04 15:51:33,2024-06-04 12:31:10,392068980148.0,Product A,1202.0
,,,,,Shipment,2024-06-04 12:38:28,171-4959706-6091636,2024-06-04 18:16:42,2024-06-03 10:20:43,392666282362.0,Product A,475.14
,,,,,Shipment,2024-06-04 12:39:12,304-2937448-3419260,2024-06-04 15:34:36,2024-06-04 12:34:00,394152327988.0,Product A,1361.0
,,,,,Shipment,2024-06-04 12:42:32,804-4343877-7655593,2024-06-04 16:18:35,2024-06-04 12:37:15,394191047535.0,Product A,2063.0
,,,,,Shipment,2024-06-04 12:43:40,504-0693803-0134831,2024-06-04 14:07:14,2024-06-04 09:35:49,395132333766.0,Product A,418.0
,,,,,Return,2024-06-04 12:43:40,504-0693803-0134831,2024-06-04 14:07:14,2024-06-04 09:35:49,395132333766.0,Product A,-418.0
,,,,,Shipment,2024-06-04 12:44:31,804-3495311-8493125,2024-06-04 15:58:52,2024-06-04 12:39:08,392666264339.0,Product A,1255.0
,,,,,Shipment,2024-06-04 12:49:21,171-2356140-2070141,2024-06-04 17:42:15,2024-06-04 08:49:12,395122095863.0,Product A,321.0
,,,,,Return,2024-06-04 12:49:21,171-2356140-2070141,2024-06-04 17:42:15,2024-06-04 08:49:12,395122095863.0,Product A,-321.0
,,,,,Return,2024-06-04 12:51:16,804-3098009-5497710,2024-06-04 18:12:12,2024-06-04 12:46:09,394152764355.0,Product A,0.0
,,,,,Shipment,2024-06-04 12:51:19,604-3350935-6099271,2024-06-04 15:38:36,2024-06-04 12:46:05,394622193904.0,Product A,588.0
,,,,,Shipment,2024-06-04 12:59:46,704-5577770-8251734,2024-06-04 15:41:36,2024-06-03 14:48:54,392646039137.0,Product A,632.0
,,,,,Shipment,2024-06-04 13:01:20,171-2696086-9478780,2024-06-04 15:37:21,2024-06-04 12:33:54,394618417679.0,Product A,1164.51
,,,,,Shipment,2024-06-04 13:01:52,204-9935141-5230883,2024-06-04 15:59:15,2024-06-04 12:56:24,395116609897.0,Product A,1255.0
,,,,,Shipment,2024-06-04 13:02:08,171-8469796-0136360,2024-06-04 15:20:35,2024-06-04 09:02:02,393676391325.0,Product A,632.0
,,,,,Shipment,2024-06-04 13:04:37,204-0457810-2476641,2024-06-04 15:53:55,2024-06-04 12:59:08,392093243292.0,Product A,627.0
,,,,,Shipment,2024-06-04 13:13:20,204-8062006-8219253,2024-06-04 17:56:13,2024-06-04 09:13:08,393662144917.0,Product A,1269.0
,,,,,Shipment,2024-06-04 13:13:25,304-6188773-5153204,2024-06-04 15:52:39,2024-06-04 10:37:10,392068906456.0,Product A,799.0
,,,,,Shipment,2024-06-04 13:14:16,804-6550337-4051919,2024-06-04 15:55:33,2024-06-04 13:09:08,393108078047.0,Product A,994.0
,,,,,Shipment,2024-06-04 13:17:07,804-6600421-2617164,2024-06-04 19:17:10,2024-06-04 08:55:32,393644000438.0,Product A,782.0
,,,,,Shipment,2024-06-04 13:17:08,171-7493212-2517304,2024-06-04 15:42:36,2024-06-03 19:43:59,394622047779.0,Product A,616.0
,,,,,Shipment,2024-06-04 13:18:36,404-8465651-0451506,2024-06-05 09:35:16,2024-06-04 09:18:24,392666319435.0,Product A,642.0
,,,,,Shipment,2024-06-04 13:21:16,704-4603498-3132924,2024-06-04 15:56:01,2024-06-04 13:19:40,393100278705.0,Product A,1211.0
,,,,,Shipment,2024-06-04 13:22:59,304-7827026-5453680,2024-06-05 12:49:18,2024-05-31 08:41:37,394636822028.0,Product A,572.0
,,,,,Shipment,2024-06-04 13:23:09,171-1498364-2313715,2024-06-04 16:18:36,2024-06-04 13:19:58,392628445933.0,Product A,1350.0
,,,,,Shipment,2024-06-04 13:24:49,204-4877781-1093585,2024-06-04 16:05:56,2024-06-04 13:24:04,393651992825.0,Product A,1273.0
,,,,,Shipment,2024-06-04 13:24:57,204-0492337-4630846,2024-06-05 15:53:20,2024-06-04 09:24:33,394187208202.0,Product A,808.0
,,,,,Shipment,2024-06-04 13:27:10,804-7239895-8315449,2024-06-04 19:51:13,2024-06-04 09:18:09,394636242335.0,Product A,1279.0
,,,,,Shipment,2024-06-04 13:27:11,204-9534521-7153254,2024-06-04 16:05:56,2024-06-04 13:26:20,393657388582.0,Product A,902.69
,,,,,Return,2024-06-04 13:27:11,204-9534521-7153254,2024-06-04 16:05:56,2024-06-04 13:26:20,393657388582.0,Product A,-902.69
,,,,,Shipment,2024-06-04 13:27:11,704-1609488-0578366,2024-06-05 00:00:37,2024-06-03 21:11:13,394158834030.0,Product A,739.0
,,,,,Shipment,2024-06-04 13:27:13,204-9534521-7153254,2024-06-04 15:58:53,2024-06-04 13:26:20,392628337556.0,Product A,969.86
,,,,,Return,2024-06-04 13:27:13,204-9534521-7153254,2024-06-04 15:58:53,2024-06-04 13:26:20,392628337556.0,Product A,-969.86
,,,,,Shipment,2024-06-04 13:34:56,504-4110401-5095205,2024-06-04 15:50:37,2024-06-04 13:33:45,392083377619.0,Product A,563.0
,,,,,Shipment,2024-06-04 13:40:06,204-0504843-9617151,2024-06-04 16:06:56,2024-06-04 13:37:40,393680788240.0,Product A,563.0
,,,,,Shipment,2024-06-04 13:42:32,604-8224502-3234209,2024-06-04 16:06:54,2024-06-04 13:41:26,392639301233.0,Product A,646.0
,,,,,Return,2024-06-04 13:42:32,604-8224502-3234209,2024-06-04 16:06:54,2024-06-04 13:41:26,392639301233.0,Product A,-646.0
,,,,,Shipment,2024-06-04 13:43:12,304-5660597-6636129,2024-06-05 15:38:38,2024-06-04 09:42:58,394163828964.0,Product A,1615.0
,,,,,Shipment,2024-06-04 13:47:52,804-5944391-6151701,2024-06-04 15:50:56,2024-06-04 13:45:32,393652291196.0,Product A,629.0
,,,,,Shipment,2024-06-04 13:48:10,171-1871417-0532179,2024-06-05 15:57:44,2024-06-04 09:44:30,394195893314.0,Product A,340.0
,,,,,Shipment,2024-06-04 13:51:30,804-1321487-3091217,2024-06-05 10:05:39,2024-06-04 09:51:24,395142633099.0,Product A,587.0
,,,,,Shipment,2024-06-04 13:52:18,404-1865916-5153637,2024-06-04 20:24:12,2024-06-04 11:34:14,394158201420.0,Product A,594.0
,,,,,Return,2024-06-04 13:52:18,404-1865916-5153637,2024-06-04 20:24:12,2024-06-04 11:34:14,394158201420.0,Product A,-594.0
,,,,,Shipment,2024-06-04 13:57:53,404-7076685-4255364,2024-06-08 14:02:14,2024-06-04 09:57:41,394636424467.0,Product A,387.0
,,,,,Shipment,2024-06-04 14:11:57,504-5599614-2317555,2024-06-12 04:21:42,2024-06-04 10:11:49,394628178471.0,Product A,375.0
,,,,,Shipment,2024-06-04 14:18:20,304-8316211-5557483,2024-06-05 00:32:40,2024-06-03 18:33:00,392643369009.0,Product A,632.0
,,,,,Shipment,2024-06-04 14:20:37,171-4516698-4357099,2024-06-05 17:25:40,2024-06-03 20:45:57,394146810933.0,Product A,347.0
,,,,,Shipment,2024-06-04 14:28:26,704-8843411-1499069,2024-06-04 20:34:26,2024-06-04 09:12:43,393108006395.0,Product A,950.32
,,,,,Shipment,2024-06-04 14:28:26,704-8843411-1499069,2024-06-04 20:34:26,2024-06-04 09:12:43,394602129631.0,Product A,686.8
,,,,,Return,2024-06-04 14:28:26,704-8843411-1499069,2024-06-04 20:34:26,2024-06-04 09:12:43,393108006395.0,Product A,-950.32
,,,,,Return,2024-06-04 14:28:26,704-8843411-1499069,2024-06-04 20:34:26,2024-06-04 09:12:43,394602129631.0,Product A,-686.8
,,,,,Shipment,2024-06-04 14:28:31,804-1862649-5230602,2024-06-05 18:36:15,2024-06-04 10:07:50,395121728540.0,Product A,353.0
,,,,,Shipment,2024-06-04 14:34:41,604-1486675-6417167,2024-06-05 15:36:42,2024-06-04 10:34:08,394622541494.0,Product A,563.0
,,,,,Shipment,2024-06-04 14:35:05,804-4847857-9170195,2024-06-04 19:09:12,2024-06-04 10:34:54,392623019187.0,Product A,1254.0
,,,,,Shipment,2024-06-04 14:39:48,804-4014048-3613967,2024-06-05 00:47:14,2024-06-04 14:34:23,395130687376.0,Product A,347.0
,,,,,Shipment,2024-06-04 14:40:11,204-2379660-4134650,2024-06-06 20:00:48,2024-06-03 02:08:21,393670948812.0,Product A,510.0
,,,,,Shipment,2024-06-04 14:41:32,404-4889036-1293729,2024-06-06 10:57:39,2024-06-03 16:50:18,392635125320.0,Product A,632.0
,,,,,Return,2024-06-04 14:41:32,404-4889036-1293729,2024-06-06 10:57:39,2024-06-03 16:50:18,392635125320.0,Product A,-632.0
,,,,,Shipment,2024-06-04 14:44:55,504-6235934-0115423,2024-06-04 19:59:12,2024-06-02 16:05:10,394146684219.0,Product A,731.0
,,,,,Shipment,2024-06-04 14:46:07,404-0966969-9351185,2024-06-04 22:55:13,2024-06-04 09:32:48,393091535334.0,Product A,594.0
,,,,,Shipment,2024-06-04 14:47:13,404-2522104-1115613,2024-06-09 15:11:05,2024-06-04 10:46:48,393639109383.0,Product A,1527.0
,,,,,Shipment,2024-06-04 14:51:11,304-0688380-8176060,2024-06-05 15:39:03,2024-06-04 09:14:18,394152691872.0,Product A,1310.0
,,,,,Shipment,2024-06-04 14:51:52,171-6966925-3359567,2024-06-05 15:50:22,2024-06-04 10:49:18,392093608055.0,Product A,1530.0
,,,,,Shipment,2024-06-04 15:05:52,204-4486293-9595213,2024-06-05 00:27:22,2024-06-03 14:20:05,395119095873.0,Product A,594.0
,,,,,Shipment,2024-06-04 15:06:19,704-3879602-7019471,2024-06-04 22:36:14,2024-06-04 11:06:15,393657444983.0,Product A,347.0
,,,,,Shipment,2024-06-04 15:13:45,604-7428395-9699427,2024-06-05 12:32:16,2024-06-03 23:06:03,392661544375.0,Product A,621.0
,,,,,Return,2024-06-04 15:13:45,604-7428395-9699427,2024-06-05 12:32:16,2024-06-03 23:06:03,392661544375.0,Product A,-621.0
,,,,,Shipment,2024-06-04 15:21:46,404-5792263-6113175,2024-06-04 21:22:36,2024-06-04 11:21:41,395125910435.0,Product A,689.0
,,,,,Shipment,2024-06-04 15:23:57,304-3930107-9036306,2024-06-06 09:50:14,2024-06-04 11:21:22,394181562452.0,Product A,510.0
,,,,,Shipment,2024-06-04 15:27:53,604-8841594-4232186,2024-06-05 15:50:23,2024-06-04 11:27:39,393644382389.0,Product A,340.0
,,,,,Shipment,2024-06-04 15:27:53,604-8841594-4232186,2024-06-05 15:50:23,2024-06-04 11:27:39,393091168675.0,Product A,495.0
,,,,,Shipment,2024-06-04 15:31:34,504-5716078-1274542,2024-06-06 21:05:37,2024-06-03 11:54:30,394618401909.0,Product A,446.0
,,,,,Shipment,2024-06-04 15:38:13,604-8948380-7615812,2024-06-05 10:57:12,2024-06-04 11:38:01,392623241335.0,Product A,537.0
,,,,,Shipment,2024-06-04 15:49:13,404-8246606-7697319,2024-06-06 15:59:03,2024-06-04 11:48:44,395148635111.0,Product A,383.0
,,,,,Return,2024-06-04 15:49:13,404-8246606-7697319,2024-06-06 15:59:03,2024-06-04 11:48:44,395148635111.0,Product A,-383.0
,,,,,Shipment,2024-06-04 15:53:52,504-9733813-1153035,2024-06-05 15:40:27,2024-06-04 11:53:42,393103522094.0,Product A,632.0
,,,,,Shipment,2024-06-04 15:57:26,504-7965954-4172457,2024-06-04 21:16:34,2024-06-04 15:52:18,394169635368.0,Product A,560.0
,,,,,Shipment,2024-06-04 15:58:36,804-3062924-8253297,2024-06-06 00:29:21,2024-06-04 09:45:47,393681008750.0,Product A,347.0
,,,,,Shipment,2024-06-04 15:59:32,304-8363180-4397580,2024-06-05 20:11:40,2024-06-04 10:56:22,392656980464.0,Product A,1211.0
,,,,,Shipment,2024-06-04 16:10:36,804-8134513-6097594,2024-06-06 15:37:22,2024-06-04 12:10:12,394632366466.0,Product A,1615.0
,,,,,Shipment,2024-06-04 16:12:02,504-3687956-6132537,2024-06-06 00:10:19,2024-06-03 17:27:55,394152785137.0,Product A,347.0
,,,,,Shipment,2024-06-04 16:15:17,804-5229559-7434601,2024-06-06 15:35:19,2024-06-04 12:14:40,392664028934.0,Product A,612.0
,,,,,Return,2024-06-04 16:15:17,804-5229559-7434601,2024-06-06 15:35:19,2024-06-04 12:14:40,392664028934.0,Product A,-612.0
,,,,,Shipment,2024-06-04 16:16:11,304-5189316-8215668,2024-06-05 15:53:21,2024-06-04 06:48:05,393670707759.0,Product A,596.0
,,,,,Shipment,2024-06-04 16:17:11,504-0850696-6032525,2024-06-04 23:45:36,2024-06-03 18:20:10,393094719906.0,Product A,409.0
